phrase,target
4 February 2011  Finnish broadband data communication systems provider Teleste Oyj HEL  TLT1V saw its net profit jump to EUR2 1 m for the last quarter of 2010 from EUR995 000 for the same period of 2009,positive
21 October 2010  Finnish fishing tackle company Rapala VMC Corp  HEL  RAP1V  said today its net profit rose to EUR18 9 m for the first nine months of 2010 from EUR15 1 m for the same period a year earlier,positive
It also said its third quarter diluted EPS came in at 034 eur compared with 016 eur in the same quarter a year ago,positive
ADP News   Dec 11  2008  Finnish construction and engineering company Outotec Oyj  OMX  OTE1V  said today it won a EUR 28 million  USD 368 m  order to expand the phosphate concentrator in Siilinjarvi of Norwegian miner,positive
20 October 2010  Finnish metal products company Componenta Oyj HEL  CTH1V said yesterday that its net loss narrowed to EUR7m for the first nine months of 2010 from EUR23 3 m for the same period of 2009,positive
Operating profit improved to EUR 203 mn from EUR 114 mn,positive
In AugustOctober 2010  the company s result before taxes totalled EUR 96 mn  up from EUR 05 mn in the corresponding period in 2009,positive
Having a China based operation will not only enable us to fully leverage our resources and expertise in wireless solutions  but also strengthen our capability to offer industryleading products for our customers in China,positive
Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25  to over 35,positive
The stock rose for a third day on Tuesday bringing its threeday rise to GBX10 50 or 18,positive
In the second quarter of 2010  the group s pretax loss narrowed to EUR 400000 from EUR 600000,positive
The company moved to an operating profit of EUR10 9 m versus an operating loss of EUR15 3 m It also turned to EPS of EUR0 08 versus loss per share of EUR0 04,positive
3 February 2011  Finnish broadband data communication systems provider Teleste Oyj HEL  TLT1V said yesterday its net profit rocketed to EUR4 8 m in 2010 from EUR416 000 in 2009 and it lifted its dividend proposal,positive
Sales are expected to increase in the end of the year 2006  however,positive
Quarterly diluted EPS on continuing operations came in at 021 eur  compared with last year s 012 eur,positive
The company  which makes garden tools  scissors and other consumer goods  said earnings were boosted by 69 mln eur of income it received from its 167 pct shareholding in Finnish engineering group Wartsila,positive
SvyturysUtenos Alus  which is controlled by the Nordic group Baltic Beverages Holding  BBH   posted a 47percent growth in beer sales for JanuaryMay to 4622 million litres,positive
Profitability  EBIT   was 139   compared to 131  in the previousyear period,positive
The company reports a loss for the period of EUR 04 mn compared to a loss of EUR 19 mn in the corresponding period in 2005,positive
The financial impact is estimated to be some 15 MEUR annual improvement in the division s result  starting from fiscal year 2007,positive
These measures are expected to produce annual cost savings of EUR 15 million starting in 2007,positive
However  sales returned to growth in AprilJune 2010  CEO Pekka Eloholma said,positive
Cargo volume increased by approximately 5,positive
Operating profit rose to EUR 32 mn from EUR 10 mn in the corresponding period in 2008,positive
For example  net sales increased by 59  from the first quarter  and EBITDA increased from a negative EUR 02 mn in the first quarter of 2009,positive
Systeemitiimi s sales and project resources will also be strengthened  director Paul Skogberg said,positive
Investors will continue being interested in the company s share although it is not quite cheap  Affarsvarlden said,positive
Both operating profit and turnover for the threemonth period increased  respectively from EUR0 9 m and EUR8 3 m  as compared to the corresponding period in 2005,positive
Operating profit of the Asian plants grew markedly,positive
Both operating profit and net sales for the threemonth period increased  respectively from EUR15 1 m and EUR131 5 m  as compared to the corresponding period in 2005,positive
Finnish OKO bank has signed a cooperation agreement with Raiffeisen concerning Finnish companies  investments in Russia,positive
EBIT margin was up from 14  to 51,positive
Pretax profit totaled EUR 3974 mn  up from EUR 1647 mn,positive
Finnish financial group Aktia s operating profit for 2009 increased to EUR 470 mn from EUR 66 mn in 2008,positive
Our customer has been satisfied with Basware Invoice Automation solution and extends the implementation to new geographies,positive
Both operating profit and net sales for the 12month period increased  respectively from EUR10 5 m and EUR28 8 m  as compared to the financial year 2004,positive
The value of the firm s forestry holdings increased by SEK 36 bn,positive
Operating profit totaled EUR 825mn  up from EUR 763mn in 2004,positive
Finnish metal industry solutions supplier Outotec Oyj net profit rose to 504 mln euro   725 mln  for the first nine months of 2007 from 201 mln euro   289 mln  for the same period of 2006,positive
Mika Stahlberg  VP FSecure Labs  said   We are excited and proud that FSecure has been recognized by AVComparatives as the Product of the Year,positive
The aim is an annual improvement in Ruukki Construction s operating profit of more than EUR 3 million USD 41 m starting in 2009,positive
29 September  2010 Finnish waste management and recycling company Lassila  Tikanoja expands its operations in Russia by introducing its recently completed recycling plant in the city of Dubna near Moscow,positive
Finnish silicon wafers manufacturer Okmetic Oyj said it swung to a net profit of 49 mln euro  63 mln in the first nine months of 2006 from a net loss of 18 mln euro  23 mln a year earlier,positive
Earnings per share  EPS  amounted to EUR0 98  up from the loss of EUR0 02,positive
Revenue in July to September grew 14 percent to  EURO  467 million from a year earlier  the company said Thursday,positive
The robust growth was the result of the inclusion of clothing chain Lindex in the Group in December 2007,positive
Finnish silicon wafer technology company Okmetic Oyj  OMX Helsinki  OKM1V  reported on Thursday  7 August  an operating profit of EUR5 3 m for the period JanuaryJune 2008  up from EUR3 3 m in the corresponding period in 2007,positive
mn  and pretax profit to EUR 464 mn from EUR 358 mn in the third quarter of 2006,positive
The economic occupancy rate of Sponda s property portfolio rose to 912  from 888  in 2006,positive
Last year the company raised its turnover to approximately 7 million litas EUR 2 mln  from 61 million litas in 2004,positive
Due to rapid expansion  the market share of Tallink in terms of passenger carriage through Tallinna Sadam Port of Tallinn totaled 55 percent in November against 457 percent in November 2005,positive
Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849000 euro  11 mln in the first nine months of 2006 versus a net loss of 331000 euro  421000 in the same period of 2005,positive
Both operating profit and turnover for the sixmonth period increased  respectively  from EUR17 6 m and EUR1149 9 m  as compared to the corresponding period in 2007,positive
Operating profit excluding restructuring costs grew to EUR 445 million from EUR 317 million while operating profit including restructuring costs showed even larger growth to EUR 385 million from EUR 74 million,positive
Profit after taxes was EUR 01 mn  compared to EUR 04 mn the previous year,positive
At the end of the review period  Nordic Aluminium s order book stood at EUR 877 mn compared to EUR 704 in 2005,positive
Operating profit rose from EUR 194 mn to EUR 245 mn,positive
efficiency improvement measures 20 January 2010  Finnish stationery and gift retailer Tiimari HEL  TII1V said today that it will continue to improve its operational efficiency  by focusing on its profitable core operations,positive
Finnish pharmaceuticals company Orion reports profit before taxes of EUR 700 mn in the third quarter of 2010  up from EUR 549 mn in the corresponding period in 2009,positive
In the reporting period  the company s operating profit grew by 432  to EUR 6 million,positive
Finnish Metso Paper has been awarded a contract for the rebuild of Sabah Forest Industries   SFI  pulp mill in Sabah  Malaysia,positive
Lining stone sales were also good in the early autumn  and order books are strong to the end of the year,positive
